doc_id,req_i_idx,req_j_idx,req_i,req_j,cosine_sim,annotator1_conflict,annotator2_conflict,conflict_type,notes
2005 - clarus low,88,132,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,H-155 The Clarus  system shall accept  only observations of identified measurement types and units.,0.564,,,,
2005 - clarus low,88,134,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,"H-301 The Clarus  system shall be able to  acquire, process, and disseminate  environmental data from across  North America.",0.657,,,,
2005 - clarus low,88,136,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,I-011 The Clarus  system shall accept  data through a Clarus  standard  interface.,0.612,,,,
2005 - clarus low,88,137,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,H  I-011D1 CS shall implement the Clarus   standard interface.,0.563,,,,
2005 - clarus low,88,138,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,ID Requirement  Source Allocation -  CS Comment Criticality I-012 The Clarus  system shall be able to  communicate with environmental sensor stations through its collector using the NTCIP ESS 1204.,0.639,,,,
2005 - clarus low,88,140,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,I-013 The Clarus  system shall be able to  communicate with RWIS databases through their native interfaces.,0.573,,,,
2005 - clarus low,88,143,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,I-014 The Clarus  system shall be able to  communicate with an individual ESS through its native interface.,0.531,,,,
2005 - clarus low,88,144,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,L  I-016 The Clarus  system shall transfer  data as efficiently as possible.,0.629,,,,
2005 - clarus low,88,147,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,I-016D3 CS shall be able to accept  environmental data pushed from collectors.,0.501,,,,
2005 - clarus low,88,149,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,H  I-017D1 CS shall be able to extract  environmental data from an XML message that conforms to the Clarus  standard XML message  specification.,0.543,,,,
2005 - clarus low,88,155,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,ID Requirement  Source Allocation -  DOG Comment Criticality F-213 The Clarus  system shall allow  access to new surface transportation related observed  environmental data.,0.670,,,,
2005 - clarus low,88,157,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,F-905 The Clarus  system shall log data  transactions.,0.582,,,,
2005 - clarus low,88,163,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,ID Requirement  Source Allocation  - EMC Comment Criticality F-213 The Clarus  system shall allow  access to new surface transportation related observed  environmental data.,0.674,,,,
2005 - clarus low,88,165,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,"H-120 The Clarus  system shall  acquire, process, and disseminate environmental metadata.",0.711,,,,
2005 - clarus low,88,175,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,I-017 The Clarus  system shall  employ industry standards to minimize implementation impact to users and providers.,0.524,,,,
2005 - clarus low,88,177,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,ID Requirement  Source Allocation  - EMS Comment Criticality D-062 The Clarus  system shall  disseminate environmental metadata in response to polling.,0.574,,,,
2005 - clarus low,88,179,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,D-091 The Clarus  system shall  disseminate data using standard Internet protocols.,0.613,,,,
2005 - clarus low,88,181,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,F-213 The Clarus  system shall allow  access to new surface transportation related observed environmental data.,0.821,,,,
2005 - clarus low,88,182,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,L  F-213F1 The Clarus  system shall allow  new EMS to be implemented that disseminate new observation types to be implemented as they become available.,0.635,,,,
2005 - clarus low,88,183,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,ID Requirement  Source Allocation  - EMS Comment Criticality F-401 The Clarus  system shall be  able to provide sensor equipment metadata in response to a request.,0.599,,,,
2005 - clarus low,88,185,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,F-501 The Clarus  system shall  minimize the time for data dissemination.,0.657,,,,
2005 - clarus low,88,187,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,F-905 The Clarus  system shall log  data transactions.,0.582,,,,
2005 - clarus low,88,189,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,"H-120 The Clarus  system shall  acquire, process, and disseminate environmental metadata.",0.711,,,,
2005 - clarus low,88,190,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,H- 120F1 The EMS shall accept source  queries that consist of a list of Clarus  contributors.,0.546,,,,
2005 - clarus low,88,191,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,H- 120F2 The EMS shall accept source  queries that consist of a list of  Clarus  contributors including  station identifier.,0.592,,,,
2005 - clarus low,88,194,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,Task Force     I-016 The Clarus  system shall  transfer data as efficiently as possible.,0.617,,,,
2005 - clarus low,88,196,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,I-017 The Clarus  system shall  employ industry standards to minimize implementation impact to users and providers.,0.524,,,,
2005 - clarus low,88,198,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,I-023 The Clarus  system shall  respond to queries for environmental metadata from the available metadata.,0.714,,,,
2005 - clarus low,88,201,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,Task Force     P-025 The Clarus  system shall  respond to a request for information within five minutes.,0.551,,,,
2005 - clarus low,88,203,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,ID Requirement  Source Allocation  - QEDC Comment Criticality F-111 The Clarus  system shall  provide environmental data quality flags.,0.565,,,,
2005 - clarus low,88,205,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,F-213 The Clarus  system shall  allow access to new surface transportation related observed environmental data.,0.821,,,,
2005 - clarus low,88,207,F-205 The Clarus  system shall be able to  access remotely sensed environmental observations from data collectors.,F-521 The Clarus  system shall  maintain a dynamic library of data for at least seven days.,0.652,,,,
